step,returns_mean,returns_std,adv_mean,adv_std
512,-0.043029919266700745,0.6385009288787842,-0.041003335267305374,0.6457529067993164
1024,-0.01477704755961895,0.0010634742211550474,0.0005159075953997672,0.01117998268455267
1536,-0.023833852261304855,0.0016983809182420373,0.0010886882664635777,0.015157485380768776
2048,-0.02857627347111702,0.00409770617261529,0.0008064354187808931,0.018886931240558624
2560,-0.029257144778966904,0.002312054391950369,0.0024242158979177475,0.018849296495318413
3072,-0.03127651289105415,0.0015819019172340631,0.0015765202697366476,0.014981201849877834
3584,-0.031200071796774864,0.0024214494042098522,0.0006910881493240595,0.0182908084243536
4096,-0.030520591884851456,0.0015183162176981568,0.0010598248336464167,0.01638033241033554
4608,-0.030650045722723007,0.002313140081241727,8.293741848319769e-05,0.015463869087398052
5120,-0.030312292277812958,0.002252445323392749,-0.00020741189655382186,0.013469288125634193
5632,-0.030910233035683632,0.0014178272103890777,0.00023416776093654335,0.010401985608041286
6144,-0.03228622302412987,0.0017134883673861623,3.4963348298333585e-05,0.010017601773142815
6656,-0.03246734291315079,0.0011816065525636077,-0.00020250232773832977,0.00950362253934145
7168,-0.03245290368795395,0.0013333556707948446,-0.00021351435862015933,0.009013251401484013
7680,-0.03256760910153389,0.0014292048290371895,-0.0004101248341612518,0.00881575420498848
8192,-0.03389683738350868,0.0019621194805949926,-0.0002823490649461746,0.008225303143262863
8704,-0.03501873463392258,0.002313961973413825,-0.001182642998173833,0.008419806137681007
9216,-0.03630964085459709,0.0019998804200440645,-0.0008439525263383985,0.006920601241290569
9728,-0.037195153534412384,0.0018538989825174212,-0.0007265260210260749,0.006580310873687267
10240,-0.037324339151382446,0.0018650293350219727,-0.0009940901072695851,0.007443797308951616
10752,-0.038828976452350616,0.0017596924444660544,-0.0008015654748305678,0.0066770631819963455
11264,-0.038830991834402084,0.0028160593938082457,-0.00038279997534118593,0.006555523723363876
11776,-0.039945103228092194,0.001524842344224453,-0.0008106107707135379,0.005574893672019243
12288,-0.04239802062511444,0.0012860263232141733,-0.0004793992848135531,0.004594681318849325
12800,-0.04213723912835121,0.0018120963359251618,-0.0005076853558421135,0.004949735011905432
13312,-0.043504610657691956,0.0018161633051931858,-0.0004978374345228076,0.005169113166630268
13824,-0.04389119893312454,0.0017973958747461438,-0.0005676301079802215,0.005231689196079969
14336,-0.04498465731739998,0.0017324642976745963,-0.0006762772100046277,0.005397818982601166
14848,-0.04618270695209503,0.0015186751261353493,-0.0008119065896607935,0.004375573713332415
15360,-0.047010742127895355,0.00204862211830914,-0.0004448982363101095,0.004466158337891102
15872,-0.04862206429243088,0.0013107173144817352,-0.0005974969826638699,0.004528571851551533
16384,-0.04854593425989151,0.0011114530498161912,-0.0006767059094272554,0.004637323319911957
16896,-0.049619391560554504,0.0020940108224749565,-0.0009171153069473803,0.00490295235067606
17408,-0.04965159296989441,0.0018114622216671705,-0.0006132645648904145,0.004587857984006405
17920,-0.051125667989254,0.0016556396149098873,-0.0007832574192434549,0.0045549459755420685
18432,-0.05215083062648773,0.00128693669103086,-0.00071297911927104,0.004662985913455486
18944,-0.05343100428581238,0.0016456140438094735,-0.0003692449245136231,0.004458364564925432
19456,-0.05432164669036865,0.0016321932198479772,-0.0008211075328290462,0.0044275084510445595
19968,-0.05563925951719284,0.0016989732393994927,-0.0005102704744786024,0.004277446307241917
20480,-0.05551968142390251,0.0015384661965072155,-0.0008273185812868178,0.004165588412433863
20992,-0.05789266526699066,0.0016569785075262189,-0.0004041814827360213,0.004204897675663233
21504,-0.05809064954519272,0.0015927416970953345,-0.00034509197575971484,0.004452775698155165
22016,-0.05864667892456055,0.0013637007214128971,-0.0006037285784259439,0.004076658748090267
22528,-0.05942878872156143,0.0017289485549554229,-5.666044307872653e-05,0.003723745932802558
23040,-0.06043423339724541,0.0011628930224105716,-0.0003086286596953869,0.00344020314514637
23552,-0.0609169565141201,0.0012604548828676343,-0.0002706048544496298,0.0038387186359614134
24064,-0.06061779707670212,0.0015469595091417432,-0.0006242432282306254,0.004125707317143679
24576,-0.06100090220570564,0.0013279929989948869,-0.0007087148260325193,0.0037270868197083473
25088,-0.06237226352095604,0.0013164267875254154,-0.00042558886343613267,0.003208138747140765
25600,-0.062333203852176666,0.0011654902482405305,-0.0006411158246919513,0.0034434699919074774
26112,-0.06326019018888474,0.001406351919285953,-0.0006967646186240017,0.0044372486881911755
26624,-0.06428839266300201,0.0009748641168698668,-0.0004567916039377451,0.0032020960934460163
27136,-0.06535239517688751,0.0010408167727291584,-0.0004179709358140826,0.003199384082108736
27648,-0.06509728729724884,0.0014278150629252195,-0.0002329533890588209,0.004860678222030401
28160,-0.06563903391361237,0.001155078294686973,-0.0005916444351896644,0.003910928964614868
28672,-0.0662146508693695,0.0010019142646342516,-0.0004928935086354613,0.00371170905418694
29184,-0.06716077029705048,0.0008458582451567054,-0.0003951464605052024,0.003566557541489601
29696,-0.06730736792087555,0.0010566811542958021,-0.0005079371039755642,0.003946851007640362
30208,-0.06824347376823425,0.0013544067041948438,-0.00015064876060932875,0.004351447336375713
30720,-0.06873633712530136,0.0007905956590548158,-0.0005760591593571007,0.004401777405291796
31232,-0.06945127248764038,0.0009659288334660232,-0.0004934319294989109,0.004453057423233986
31744,-0.07014837861061096,0.0009225698304362595,-0.0005557609256356955,0.005193585995584726
32256,-0.07101929187774658,0.0008393835159949958,-0.0004802127950824797,0.004245123825967312
32768,-0.07109923660755157,0.0010765339247882366,-0.0003745134163182229,0.004734628833830357
33280,-0.0726720541715622,0.0008517501410096884,-0.00020934479834977537,0.003911381121724844
33792,-0.07260963320732117,0.0010581579990684986,-0.00021883274894207716,0.0038882577791810036
